,index,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers,name_year,Date,Name,Year,Letterboxd URI,my_rating
339,339,8.1,774188,Gran Torino,2008,en,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",33000000.0,['Drama'],2008-12-09,269958228.0,116.0,['en'],8.003,9343.0,"['Village Roadshow Pictures', ' Malpaso Productions', ' Warner Bros. Pictures', ' Gerber Pictures', ' Double Nickel Entertainment', ' Matten Productions', ' WV Films IV']","['US', ' DE']",1,Clint Eastwood,,Gran Torino 2008,2022-01-05,Gran Torino,2008.0,https://boxd.it/1Qzy,7.0
340,340,7.5,103360,The Warriors,1979,en,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",4000000.0,"['Action', ' Thriller']",1979-02-09,22490039.0,94.0,['en'],7.678,1717.0,['Paramount'],['US'],1,Walter Hill,,The Warriors 1979,2021-09-07,The Warriors,1979.0,https://boxd.it/1TLC,8.0
341,341,6.9,340484,Pineapple Express,2008,en,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,27000000.0,"['Action', ' Comedy', ' Crime']",2008-08-06,101624843.0,111.0,"['cn', ' ko', ' en']",6.61,3213.0,"['Columbia Pictures', ' Sony Pictures', ' Relativity Media', ' Apatow Productions']",['US'],1,David Gordon Green,,Pineapple Express 2008,2021-09-07,Pineapple Express,2008.0,https://boxd.it/1WRS,6.0
342,342,6.4,180367,The Longest Yard,2005,en,"Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.",82000000.0,['Comedy'],2005-05-27,190320568.0,113.0,['en'],6.582,2778.0,"['Paramount', ' Columbia Pictures', ' MTV Films', ' Happy Madison Productions', ' Callahan Filmworks']",['US'],1,Peter Segal,,The Longest Yard 2005,2021-09-07,The Longest Yard,2005.0,https://boxd.it/1Z3c,4.0
343,343,7.0,416127,Tropic Thunder,2008,en,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",92000000.0,"['Action', ' Comedy', ' Adventure', ' War']",2008-08-09,195702811.0,107.0,['en'],6.615,5169.0,"['DreamWorks Pictures', ' Goldcrest', ' Red Hour', ' Internationale Filmproduktion Stella-del-Sud Second']","['US', ' GB', ' DE']",1,Ben Stiller,,Tropic Thunder 2008,2021-09-07,Tropic Thunder,2008.0,https://boxd.it/20WM,7.0
344,344,6.0,267748,Van Helsing,2004,en,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,160000000.0,"['Horror', ' Adventure', ' Action']",2004-05-05,300257475.0,132.0,"['en', ' la']",6.315,5028.0,"['Universal Pictures', ' Stillking Films', ' Sommers Company', ' The']","['CZ', ' US']",1,Stephen Sommers,Stephen Sommers,Van Helsing 2004,2021-09-07,Van Helsing,2004.0,https://boxd.it/21aa,3.0
345,345,5.9,274796,2 Fast 2 Furious,2003,en,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",76000000.0,"['Action', ' Crime', ' Thriller']",2003-06-05,236350661.0,108.0,"['en', ' es']",6.454,6200.0,"['Mikona Productions GmbH & Co. KG', ' Universal Pictures', ' Original Film', ' Ardustry Entertainment']","['DE', ' US']",1,John Singleton,,2 Fast 2 Furious 2003,2021-09-07,2 Fast 2 Furious,2003.0,https://boxd.it/2a4g,6.0
346,346,6.3,589419,Spider-Man 3,2007,en,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",258000000.0,"['Fantasy', ' Action', ' Adventure']",2007-05-01,890871626.0,139.0,"['en', ' fr']",6.37,12135.0,"['Laura Ziskin Productions', ' Marvel Studios']",['US'],1,Sam Raimi,,Spider-Man 3 2007,2021-09-07,Spider-Man 3,2007.0,https://boxd.it/2a7Y,2.0
347,347,7.8,531718,Back to the Future Part II,1989,en,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",40000000.0,"['Adventure', ' Comedy', ' Science Fiction']",1989-11-22,332000000.0,108.0,['en'],7.748,11015.0,"['Universal Pictures', ' Amblin Entertainment']",['US'],1,Robert Zemeckis,,Back to the Future Part II 1989,2021-09-07,Back to the Future Part II,1989.0,https://boxd.it/2aYI,9.0
348,348,7.9,629232,Life of Pi,2012,en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",120000000.0,"['Adventure', ' Drama']",2012-11-20,609016565.0,127.0,"['en', ' ta', ' zh', ' ru', ' ja', ' fr', ' hi']",7.388,11861.0,"['Ingenious Media', ' Dune Entertainment', ' Fox 2000 Pictures', ' Big Screen Productions', ' Haishang Films', ' Netter Productions', ' Ingenious Film Partners']","['CA', ' TW', ' GB', ' US']",1,Ang Lee,,Life of Pi 2012,2021-09-07,Life of Pi,2012.0,https://boxd.it/37pC,7.0
349,349,6.0,156973,Hercules,2014,en,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",100000000.0,"['Action', ' Adventure']",2014-07-23,244819862.0,99.0,['en'],5.749,3621.0,"['Paramount', ' Metro-Goldwyn-Mayer', ' Radical Studios', ' Flynn Picture Company']",['US'],1,Brett Ratner,,Hercules 2014,2021-09-07,Hercules,2014.0,https://boxd.it/5B7s,2.0
350,350,6.7,411992,In Time,2011,en,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",40000000.0,"['Action', ' Thriller', ' Science Fiction']",2011-10-27,173930596.0,109.0,['en'],6.955,9899.0,"['Strike Entertainment', ' New Regency Pictures']",['US'],1,Andrew Niccol,Andrew Niccol,In Time 2011,2021-09-07,In Time,2011.0,https://boxd.it/FPS,5.0
351,351,6.2,190934,Cars 2,2011,en,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,200000000.0,"['Animation', ' Family', ' Adventure', ' Comedy']",2011-06-11,559852396.0,106.0,"['en', ' ja', ' it', ' fr']",6.033,6533.0,"['Walt Disney Pictures', ' Pixar']",['US'],1,,,Cars 2 2011,2021-09-07,Cars 2,2011.0,https://boxd.it/H4Y,5.0
352,352,6.5,287943,Fast & Furious,2009,en,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",85000000.0,"['Action', ' Crime', ' Drama', ' Thriller']",2009-04-02,363164265.0,107.0,"['en', ' es']",6.665,6167.0,"['Universal Pictures', ' Original Film', ' One Race', ' dentsu', ' Relativity Media']","['JP', ' US']",1,Justin Lin,,Fast & Furious 2009,2021-09-07,Fast & Furious,2009.0,https://boxd.it/1Pnm,6.0
353,353,6.8,385811,The Fast and the Furious,2001,en,"Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",38000000.0,"['Action', ' Crime', ' Thriller']",2001-06-22,207283925.0,106.0,['en'],6.93,8491.0,"['Universal Pictures', ' Original Film', ' Ardustry Entertainment', ' Mediastream Film GmbH & Co. Productions KG']","['DE', ' US']",1,Rob Cohen,,The Fast and the Furious 2001,2021-09-07,The Fast and the Furious,2001.0,https://boxd.it/1XMu,7.0
354,354,6.0,272474,The Fast and the Furious: Tokyo Drift,2006,en,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",85000000.0,"['Action', ' Crime', ' Drama', ' Thriller']",2006-06-03,158468292.0,104.0,"['en', ' ja']",6.409,5617.0,"['Universal Pictures', ' Original Film', ' Relativity Media', ' MP Munich Pape Filmproductions']","['DE', ' JP', ' US']",1,Justin Lin,Chris Morgan,The Fast and the Furious: Tokyo Drift 2006,2021-09-07,The Fast and the Furious: Tokyo Drift,2006.0,https://boxd.it/1Yeo,5.0
355,355,7.8,602683,Taken,2008,en,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",25000000.0,"['Action', ' Thriller']",2008-02-18,226830568.0,94.0,"['en', ' fr', ' ar', ' sq']",7.38,9823.0,"['20th Century Fox', ' Canal+', ' M6 Films', ' TPS Star', ' Grive Productions', ' EuropaCorp', ' M6', ' Wintergreen Productions', ' All Pictures Media']","['FR', ' US']",1,Pierre Morel,,Taken 2008,2022-09-27,Taken,2008.0,https://boxd.it/1ZXa,5.0
356,356,6.9,654870,The Amazing Spider-Man,2012,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",215000000.0,"['Action', ' Adventure', ' Fantasy']",2012-06-23,757930663.0,136.0,['en'],6.674,15401.0,"['Columbia Pictures', ' Laura Ziskin Productions', ' Marvel Entertainment', ' Matt Tolmach Productions', ' Avi Arad Productions']",['US'],1,Marc Webb,,The Amazing Spider-Man 2012,2021-12-20,The Amazing Spider-Man,2012.0,https://boxd.it/27PI,2.0
357,357,7.2,421091,Cars,2006,en,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",120000000.0,"['Animation', ' Adventure', ' Comedy', ' Family']",2006-06-08,461983149.0,117.0,"['en', ' it', ' ja', ' yi']",6.894,12041.0,"['Walt Disney Pictures', ' Pixar']",['US'],1,,,Cars 2006,2021-09-07,Cars,2006.0,https://boxd.it/29ho,6.0
358,358,8.2,518475,Casino,1995,en,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",52000000.0,"['Crime', ' Drama']",1995-11-22,116112375.0,179.0,['en'],8.0,4746.0,"['Universal Pictures', ' Légende Entreprises', ' Syalis DA', ' De Fina-Cappa']","['FR', ' US']",1,Martin Scorsese,,Casino 1995,2021-09-07,Casino,1995.0,https://boxd.it/2ads,8.0
359,359,8.5,328862,Once Upon a Time in the West,1968,it,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",5000000.0,"['Drama', ' Western']",1968-12-21,5380118.0,166.0,['en'],8.312,3560.0,"['Paramount', ' Rafran Cinematografica', ' San Marco']","['IT', ' US']",1,Sergio Leone,,Once Upon a Time in the West 1968,2021-09-07,Once Upon a Time in the West,1968.0,https://boxd.it/2az4,5.0
360,360,7.3,717995,Pirates of the Caribbean: Dead Man's Chest,2006,en,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,200000000.0,"['Adventure', ' Fantasy', ' Action']",2006-07-06,1065659812.0,151.0,"['en', ' tr', ' el', ' zh']",7.33,13962.0,"['Walt Disney Pictures', ' Jerry Bruckheimer Films', ' Second Mate Productions']",['US'],1,Gore Verbinski,,Pirates of the Caribbean: Dead Man's Chest 2006,2021-09-07,Pirates of the Caribbean: Dead Man's Chest,2006.0,https://boxd.it/2bfk,5.0
